,sypnopsis,Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Historical,Horror,Kids,Magic,MartialArts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,SliceofLife,Space,Sports,SuperPower,Supernatural,Thriller,Vampire
1847,event occur westland new york st century sharp knife murderer indiscriminately kill people girl witness murder knife turn helpless girl shake fear meg return town joe celebrate birthday shirley live meg orphan decide day meet birthday past meg take care little child include shirley meeting joe child adopt police officer sam possess strong sense justice supposedly live happily meg joe happen help person receive reward buy present shirley reward money meet sam notice act strangely question explain shirley assaulted murderer seriously injure joe say grieve angry meg let exact revenge murderer shirley murderer gradually approach cruel black eye fall meg joe matter bad dark plot cast shadow meg joe sam town,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1848,forte suddenly ask leave day leave angel ranpha particular thinking date forte meet old acquaintance want ask opinion press matter life death,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1849,quest stop demon king violinist hamel pianist raiel magess flute female warrior sizer stop small kingdom destroy rampage monster give hero welcome king queen explain daughter kidnap monster live nearby castle agree rescue hostage princess defeat monster enemy castle heavily guard,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,direct relation sequel original black jack black jack attempt find conspiracy involve bombfield accident kill mother uncover secret organization project noir father famous doctor involve,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853, a.d head ancient giant idol excavate world stone statue humanity barely overcome threat extinction call equatorial winter stone statue force humanity construct colossal suit armor body demand human fight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1854,begin edo era people enjoy time peace lord tokugawa tadanaga hold fight tournament past match fight wooden sword time real sword armed fujiki gennosuke blind irako seigen fight match disciple iwamoto kogan know japan great swordsman determine prove successor iwamoto school champion begin story intertwine fate conflict strange destiny,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1855,high school music teacher morimura yuuki concert master violinist amateur orchestra fujimi orchestra surprisingly young conductor name tonoin kei    join small orchestra conduct tonoin strict conductor member adore notable improvement performance soon yuuki feel effort orchestra fruitless yuuki soon come conclusion crush  year like tonoin decide leave orchestra tonoin refuse let quit confessing love yuuki reveal gay tonoin love confession confuse yuuki lead horrible misunderstanding,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1856,hiroki kanata children day hiroki catch accident try save little girl thing know look body seperate body kanata try figure go outside body live change convince kanata strange girl fhalei keep appear,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1858,yaeko mitamura  year old girl work father okonomiyaki restaurant day yakko casually meet little boy hashizo odd cat juliano hashizo lose parent baby bring eld brother hashizo brother kato lead singer emerge rock band bee hive yakko meet friend bee hive member satomi okawa unexpected series event unfold love jealousy rock'n roll sparkle newly borne star make anime lovable,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1859,dr slump create little android girl arale stong happy totally common senseless live penguin village strange thing happen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1860,maple town story friendship adventure trouble child    main character fall wild wolfe homeless thief live forest usually steal town mischief kid stop set thing right slowly make understand wrong way,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1861,hikari young school girl dream great champion sport rhythmic gymnastic like idol diliana gueorguiva despite setback perform work hard help support takaaki oiishi    soon member rhythmic gymnastics team school develop feeling oiishi hazuki shiina well gymnast entire school feeling oiishi soon friendship hikari shiina develop rivalry sport love oiishi hikari tear feeling oiishi conflict feeling mao natsukawa old childhood friend lead singer band call mr d. composes music use perform develop feeling childhood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1862,orphan heidi force live grandfather öhi live alps learn bitter man accept force heidi kindness able open heart shepherd peter invalid clara lot adventure,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1863,deep forest finland live little people tontus elve work year round joulupukki    supply toys christmas eve,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,lynn lose mother age live father england lynn father able time busy schedule lynn leave despite have endure harsh loneliness lynn strive protect promise mother strong elegant lady,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1865,danpei ichihgeki son daijurou ichigeki great dodgeball player father danpei give game show match,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1866,defeat demon lord hadlar monster unleash evil move island delmurin live peace dai human living island having raise kindly monster brass dai dream grow hero get hadlar resurrect previous hero avan come train dai help battle hadlar announce work powerful demon lord come kill avan save student avan use self sacrifice spell attack unable defeat hadlar dai avan student pop doomed mark appear dai forehead suddenly gain super power able fend hadlar student journey avenge avan bring peace world,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1867,king flower planet die heir throne legendary seven color flower symbol king power find angel cateau noveau send earth find flower girl young female descend human flower angel    find lunlun france convince long journey find flower know good bad side human flower angel fall love serge flora man hold great secret,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1868,wakamatsu masato live step sister miyuki blood relationship father work oversea leave live toukyou miyuki cute nice sensitive popular guy masato masato girlfriend school kajima miyuki pretty gentle ideal dream highschool boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1870,ocha ken child program tea dog tea cat represent different blend episode short gear teach audience value lesson moral episode display end,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,panda z chronicle misadventure pan taron giant robot panda z battle evil skull panda warunimal force,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1872,people spend evening cafe gossip girl debate man bookworm boy break girlfriend cafe waitress start chat persuade look certain easel customer begin notice unusual thing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1873,makoto konno year high school have hard time decide future endure pressure teacher kill time good friend makoto life suddenly change accidentally discover capable literally leap time toki will kakeru shoujo follow makoto play newfound power soon learn hard way choice consequence time lot complicated,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1874,time allow ordinary thing ordinary live bakumatsu early meiji period akizuki keiichirou kusaka touma stand opposite side political scale time fragile shell cicada bind man tragic cruel fate story friendship love seperation reunion sacrifice,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1875, year ago tensho era japan man bear defy demon man god good man destine battle evil kabuto kuroyasya douki vile black night demon escape prison hell return earthly plane wreak vengeance family line kabuto escape deadly magic masterful skill blade god north west east south band help kabuto stand justice questionable help diabolical talk sword father forge kabuto live day son bear,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,girl include tsukishima yui summon end edo period power mystic stone celestial nymph protect city evil girl obtain power power yui obtain word fight evil word give people hope,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,young heart dream deep heart girl secret dream love sadness meet acropolis tower dream come true imagine happen average girl special talent join world well place,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1878,medicine seller deadly mysterious master occult travel feudal japan search malevolent spirit call mononoke slay locate spirit simply kill learn form truth reason order wield mighty exorcism sword fight begin strange exorcism intense psychological analysis careful investigative work extremely dangerous step confront learn mononoke mean defeat medicine seller journey lead old fashioned inn shino pregnant woman finally find place rest owner reluctantly place vacant room settle quickly clear room infest lethal band mononoke zashiki warashi hunter intuition medicine seller begin investigation discover form truth reason zashiki warashi kill,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1879,genin konoha have sport day fill race obstacle course course relay prize pay vacation winner unfortunately naruto stomach get trouble naruto need toilet wait line restroom long akatsuki kabuto line group race run toilet find closed cleaning try lady room hinata pop try tell naruto interrupted speaker obstacle course naruto need drink liter milk critical state see portable toilet wreck choji human boulder naruto try beat ino come drag finally relay sakura pass sasuke naruto turn baton sasuke holding poke butt desperation naruto win finish race run find toilet shikamaru stop cheer track naruto hold anymore let field stand,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1880,set world fantasy adventure amon young warrior embark quest avenge death mother hunt lead ultimately kingdom valhiss amon enlist rank emperor army order gain opportunity exact revenge chance encounter princess lichia hold captive emperor effort ransom map away main rival king darai sem amon decide follow path revenge help rescue princess effort save lose kingdom,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,research crew deep space discover desolate ship green planet warps area encounter buzz commander sole surivor ship incapacitate aware situation ship research team soon discover find far far bad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1882,early s chicago transcontinental train fly pussyfoot start legendary journey leave trail blood country time new york ambitious scientist szilard unwilling aide ennis look miss bottle immortality elixir addition war mafia group get bad board advena avis  alchemist learn price immortality base award win light novel baccano follow event initially unrelated time place big story alchemy survival immortality merging event kindhearte thief isaac miria connect people hide ambition agenda create lifelong bond consequence involve,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1883,devilman features akira fudo shy timid teenager go mountain climb himalayas father middle expedition father son kill tragic accident akira body find possess demon soldier devilman use new human form disguise order fulfill mission cause chaos earth order pave way demonic invasion planet mission begin earnest devilman meet akira childhood friend miki makimura quickly fall love devilman resolve protect miki humanity battle fellow demon demon tribe leader zennon greatly anger devilman betrayal quick send devilman comrade destroy demon soon learn miki precious devilman work protect protect power love able overcome true evil,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1884,villainous dr hell amass army mechanical beast secret hideaway island bardo locate aegean sea capable control mechanized beast cane instruct unleash devastating attack dr hell dirty work loyal henchman baron ashura carry devilish plan evil prevail kouji kabuto young feisty teenager score settle goal avenge murder grandfather dr hell able pull pilot mazing z mighty giant robot indestructible metal know super alloy z. mazinger z boast powerful special attack channel photonic energy eye unleash koushiryoku beam cause great destruction thing cool mazing z launches rocket punch attack dr hell minion find match,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1885,planet zora exist society innocent advanced culture life dome city civilian force live harsh desert wilderness dictate innocent civilian commit crime forgive bring justice day civilian jiron amos seek revenge villainous outlaw timp sharon murder parent despite fact day period long pass hope revenge steal mecha xabungle merchant carry cargo jiron teams group bandit know sandrat kidnap cargo daughter elchi end sympathetic cause jiron quest revenge soon grow conflict big eventually civilian rise innocent rule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
